word,synonym
Chipewyan,Chippewyan
Chipewyan,Chippewaian
Siouan,Siouan_language
Tanoan,Tanoan_language
Hokan,Hoka
Cocopa,Cocopah
Kiliwa,Kiliwi
Mohave,Mojave
Walapai,Hualapai
Walapai,Hualpai
Mariposan,Yokuts
Moquelumnan,Miwok
Pujunan,Maidu
Chinookan,Chinook
Kalapooian,Kalapuyan
Shahaptian,Sahaptin
Takilman,Takelma
Yucatec,Yucateco
Altaic,Altaic_language
Turki,Turkic
Turki,Turko-Tatar
Turki,Turkic_language
Turkmen,Turkoman
Turkmen,Turcoman
Kazak,Kazakh
Uzbek,Uzbeg
Uzbek,Uzbak
Uzbek,Usbek
Uzbek,Usbeg
Uighur,Uigur
Uighur,Uygur
Kirghiz,Kirgiz
Kirghiz,Khirghiz
Chagatai,Jagatai
Chagatai,Jaghatai
Chagatai,Eastern_Turki
Chukchi,Chukchi_language
Tungusic,Tungusic_language
Tungus,Tunguz
Tungus,Evenki
Tungus,Ewenki
Mongolian,Mongolic
Mongolian,Mongolic_language
Khalkha,Khalka
Khalkha,Kalka
Sinitic,Sinitic_language
Mandarin,Mandarin_Chinese
Mandarin,Mandarin_dialect
Mandarin,Beijing_dialect
Wu,Wu_dialect
Wu,Shanghai_dialect
Yue,Yue_dialect
Yue,Cantonese
Yue,Cantonese_dialect
Min,Min_dialect
Min,Fukien
Min,Fukkianese
Min,Hokkianese
Min,Amoy
Min,Taiwanese
Hakka,Hakka_dialect
Sino-Tibetan,Sino-Tibetan_language
Tibeto-Burman,Tibeto-Burman_language
Qiang,Qiangic
Bai,Baic
Karen,Karenic
Lolo-Burmese,Burmese-Yi
Hani,Akha
Lolo,Yi
Kachin,Kachinic
Jinghpo,Jinghpaw
Jinghpo,Chingpo
Kuki,Chin
Kuki,Kuki-Chin
Bodo-Garo,Barish
Miri,Mirish
Miri,Abor
Miri,Dafla
Kadai,Kam-Tai
Kadai,Kadai_language
Tai_Dam,Black_Tai
Tai_Nuea,Chinese_Shan
Tai_Nuea,Dehong_Dai
Tai_Long,Shan
Tai_Lue,Xishuangbanna_Dai
Tai_Yuan,Kam_Muang
Thai,Siamese
Thai,Central_Thai
Bouyei,Buyi
Austro-Asiatic,Austro-Asiatic_language
Austro-Asiatic,Munda-Mon-Khmer
Hmong,Hmong_language
Hmong,Miao
Vietnamese,Annamese
Vietnamese,Annamite
Austronesian,Austronesian_language
Malayo-Polynesian,Polynesian
Oceanic,Eastern_Malayo-Polynesian
Malaysian,Bahasa_Malaysia
Malaysian,Bahasa_Melayu
Malaysian,Bahasa_Kebangsaan
Indonesian,Bahasa_Indonesia
Indonesian,Bahasa
Philippine,Filipino
Cebuan,Cebuano
Australian,Aboriginal_Australian
Dyirbal,Jirrbal
Walbiri,Warlpiri
Tayalic,Atayalic
Papuan,Papuan_language
Khoisan,Khoisan_language
Khoikhoin,Khoikhoi
Khoikhoin,Hottentot
Indo-European,Indo-European_language
Indo-European,Indo-Hittite
Proto-Indo_European,PIE
Gheg,Gheg_dialect
Tosk,Tosk_dialect
Armenian,Armenian_language
Balto-Slavic,Balto-Slavic_language
Balto-Slavic,Balto-Slavonic
Slavic,Slavic_language
Slavic,Slavonic
Slavic,Slavonic_language
Old_Church_Slavonic,Old_Church_Slavic
Old_Church_Slavonic,Church_Slavic
Old_Church_Slavonic,Old_Bulgarian
Belarusian,Byelorussian
Belarusian,White_Russian
Serbo-Croat,Serbo-Croatian
Sorbian,Lusatian
Baltic,Baltic_language
Latvian,Lettish
Germanic,Germanic_language
West_Germanic,West_Germanic_language
English,English_language
American_English,American_language
American_English,American
African_American_Vernacular_English,AAVE
African_American_Vernacular_English,African_American_English
African_American_Vernacular_English,Black_English
African_American_Vernacular_English,Black_English_Vernacular
African_American_Vernacular_English,Black_Vernacular
African_American_Vernacular_English,Black_Vernacular_English
African_American_Vernacular_English,Ebonics
King's_English,Queen's_English
Southwestern,West_Saxon
Old_English,Anglo-Saxon
Kentish,Jutish
Scottish,Scots
Scottish,Scots_English
Lallans,Scottish_Lallans
German,High_German
German,German_language
Low_German,Plattdeutsch
Flemish,Flemish_dialect
Afrikaans,Taal
Afrikaans,South_African_Dutch
Scandinavian,Scandinavian_language
Scandinavian,Nordic
Scandinavian,Norse
Scandinavian,North_Germanic
Scandinavian,North_Germanic_language
Bokmal,Bokmaal
Bokmal,Dano-Norwegian
Riksmal,Riksmaal
Nynorsk,New_Norwegian
Nynorsk,Landsmal
Nynorsk,Landsmaal
Faroese,Faeroese
East_Germanic,East_Germanic_language
Uralic,Uralic_language
Finno-Ugric,Finno-Ugrian
Fennic,Finnic
Fennic,Non-Ugric
Udmurt,Votyak
Komi,Zyrian
Cheremis,Cheremiss
Cheremis,Mari
Mordva,Mordvin
Mordva,Mordvinian
Estonian,Esthonian
Karelian,Carelian
Finnish,Suomi
Veps,Vepse
Veps,Vepsian
Ugric,Ugrian
Hungarian,Magyar
Khanty,Ostyak
Mansi,Vogul
Lappic,Lappish
Lapp,Sami
Lapp,Saami
Lapp,Same
Lapp,Saame
Samoyedic,Samoyed
Nenets,Nentsi
Nenets,Nentsy
Nenets,Yurak-Samoyed
Enets,Entsi
Enets,Entsy
Enets,Yenisei
Enets,Yenisei-Samoyed
Enets,Yeniseian
Selkup,Ostyak-Samoyed
Celtic,Celtic_language
Gaelic,Goidelic
Gaelic,Erse
Irish,Irish_Gaelic
Scottish_Gaelic,Scots_Gaelic
Brythonic,Brittanic
Welsh,Cymric
Italic,Italic_language
Late_Latin,Biblical_Latin
Neo-Latin,New_Latin
Romance,Romance_language
Romance,Latinian_language
Langue_d'oil,Langue_d'oil_French
Langue_d'oc,Langue_d'oc_French
Norman-French,Norman_French
Norman-French,Old_North_French
Anglo-French,Anglo-Norman
Provencal,Occitan
Judeo-Spanish,Ladino
Rhaeto-Romance,Rhaeto-Romanic
Friulian,Friuli
Romansh,Rumansh
Romanian,Rumanian
Elamitic,Elamite
Elamitic,Susian
Kassite,Cassite
Turfan,East_Tocharian
Turfan,Turfan_dialect
Kuchean,West_Tocharian
Kuchean,Kuchean_dialect
Sanskrit,Sanskritic_language
Romany,Gypsy
Hindustani,Hindoostani
Hindustani,Hindostani
Assamese,Asamiya
Bengali,Bangla
Marathi,Mahratti
Gujarati,Gujerati
Punjabi,Panjabi
Sinhalese,Singhalese
Sinhalese,Sinhala
Indo-Iranian,Indo-Iranian_language
Indic,Indo-Aryan
Dard,Dardic
Dard,Dardic_language
Iranian,Iranian_language
Avestan,Zend
Persian,Farsi
Dari,Dari_Persian
Tajiki,Tajik
Tajiki,Tadzhik
Balochi,Baluchi
Pahlavi,Pehlevi
Pashto,Pashtu
Pashto,Paxto
Pashto,Afghani
Pashto,Afghan
Anatolian,Anatolian_language
Luwian,Luvian
Greek,Hellenic
Greek,Hellenic_language
Modern_Greek,New_Greek
Romaic,Demotic
Medieval_Greek,Middle_Greek
Medieval_Greek,Byzantine_Greek
Attic,Ionic
Attic,Ionic_dialect
Attic,Classical_Greek
Aeolic,Aeolic_dialect
Aeolic,Eolic
Arcadic,Arcadic_dialect
Doric,Doric_dialect
Caucasian,Caucasian_language
Abkhazian,Abkhasian
Dravidian,Dravidic
Dravidian,Dravidian_language
Kota,Kotar
Kannada,Kanarese
Hausa,Haussa
Bole,Bolanci
Ron,Bokkos
Ron,Daffo
Zaar,Sayanci
Tera,Pidlimdi
Tera,Yamaltu
Bura,Pabir
Higi,Kapsiki
Mandara,Wandala
Matakam,Mafa
Daba,Kola
Daba,Musgoi
Musgu,Munjuk
Musgu,Mulwi
Somrai,Sibine
Dangla,Dangaleat
Chad,Chadic
Chad,Chadic_language
Afroasiatic,Afro-Asiatic
Afroasiatic,Afroasiatic_language
Afroasiatic,Afrasian
Afroasiatic,Afrasian_language
Afroasiatic,Hamito-Semitic
Assyrian_Akkadian,Assyrian
Amharic,Ethiopian_language
Arabic,Arabic_language
Assyrian_Neo-Aramaic,Assyrian
Mandaean,Mandean
Maltese,Maltese_language
Maltese,Malti
Canaanitic,Canaanitic_language
Hamitic,Hamitic_language
Demotic,Demotic_script
Niger-Kordofanian,Niger-Kordofanian_language
Bantu,Bantoid_language
Kichaga,Chaga
Kichaga,Chagga
Luba,Tshiluba
Ndebele,Matabele
Sesotho,Basuto
Tswana,Setswana
Tswana,Sechuana
Gur,Voltaic
Fula,Ful
Fula,Fulani
Fula,Peul
Yoruba,Aku
Nilo-Saharan,Nilo-Saharan_language
Nilotic,Nilotic_language
artwork,art
artwork,graphics
artwork,nontextual_matter
picture,pictorial_matter
figure,fig
graph,graphical_record
frequency-response_curve,frequency-response_characteristic
characteristic_curve,characterisic_function
color_circle,color_wheel
bar_chart,bar_graph
tabulation,tabular_matter
comic_strip,cartoon_strip
comic_strip,strip
comic_strip,funnies
electrocardiogram,cardiogram
electrocardiogram,EKG
electrocardiogram,ECG
electroencephalogram,encephalogram
electroencephalogram,EEG
electromyogram,EMG
radiation_pattern,radiation_diagram
radiation_pattern,pattern
dramaturgy,dramatic_art
dramaturgy,dramatics
dramaturgy,theater
dramaturgy,theatre
theatrical_production,staging
dramatic_composition,dramatic_work
play,drama
play,dramatic_play
snatch,bit
script,book
script,playscript
promptbook,prompt_copy
dialogue,dialog
actor's_line,speech
actor's_line,words
prompt,prompting
spiel,patter
spiel,line_of_gab
string_of_words,word_string
string_of_words,linguistic_string
effusion,gush
effusion,outburst
effusion,blowup
effusion,ebullition
farce,farce_comedy
farce,travesty
seriocomedy,tragicomedy
situation_comedy,sitcom
situation_comedy,sitcom
musical,musical_comedy
musical,musical_theater
galanty_show,shadow_show
galanty_show,shadow_play
puppet_show,puppet_play
revue,review
variety_show,variety
vaudeville,music_hall
monophony,monophonic_music
monophony,monody
polyphony,polyphonic_music
polyphony,concerted_music
polytonality,polytonalism
black_music,African-American_music
classical_music,classical
classical_music,serious_music
comic_opera,opera_bouffe
comic_opera,bouffe
comic_opera,opera_comique
operetta,light_opera
harmony,musical_harmony
harmonization,harmonisation
reharmonization,reharmonisation
tune,melody
tune,air
tune,strain
tune,melodic_line
tune,line
tune,melodic_phrase
leitmotiv,leitmotif
signature,signature_tune
signature,theme_song
theme,melodic_theme
theme,musical_theme
theme,idea
obbligato,obligato
motif,motive
part,voice
accompaniment,musical_accompaniment
accompaniment,backup
accompaniment,support
descant,discant
bass,bass_part
figured_bass,basso_continuo
figured_bass,continuo
figured_bass,thorough_bass
religious_music,church_music
antiphon,antiphony
processional,prosodion
antiphonary,antiphonal
plainsong,plainchant
plainsong,Gregorian_chant
spiritual,Negro_spiritual
carol,Christmas_carol
hymn,anthem
chorale,choral
paean,pean
musical_composition,opus
musical_composition,composition
musical_composition,piece
musical_composition,piece_of_music
musical_arrangement,arrangement
realization,realisation
finale,coda
duet,duette
duet,duo
quartet,quartette
quintet,quintette
sextet,sextette
sextet,sestet
septet,septette
octet,octette
cantata,oratorio
divertimento,serenade
enigma_canon,enigmatic_canon
enigma_canon,enigmatical_canon
enigma_canon,riddle_canon
pastorale,pastoral
pastorale,idyll
pastorale,idyl
rondo,rondeau
symphony,symphonic_music
passage,musical_passage
phrase,musical_phrase
plagal_cadence,amen_cadence
symphonic_poem,tone_poem
medley,potpourri
medley,pastiche
nocturne,notturno
song,vocal
arietta,short_aria
ballad,lay
barcarole,barcarolle
chantey,chanty
chantey,sea_chantey
chantey,shanty
refrain,chorus
tra-la,tra-la-la
dirge,coronach
dirge,lament
dirge,requiem
dirge,threnody
folk_song,folksong
folk_song,folk_ballad
love_song,love-song
lullaby,cradlesong
lullaby,berceuse
lyric,words
lyric,language
oldie,golden_oldie
round,troll
prothalamion,prothalamium
scolion,banquet_song
shivaree,chivaree
shivaree,charivari
shivaree,callithump
shivaree,callathump
shivaree,belling
jig,gigue
pavane,pavan
rumba,rhumba
serialism,serial_music
twelve-tone_music,12-tone_music
twelve-tone_music,twelve-tone_system
twelve-tone_music,12-tone_system
marching_music,march
military_march,military_music
military_march,martial_music
processional_march,recessional_march
funeral_march,dead_march
popular_music,popular_music_genre
disco,disco_music
pop_music,pop
folk_music,ethnic_music
folk_music,folk
country_music,country_and_western
country_music,C_and_W
dance_music,danceroom_music
dance_music,ballroom_music
ragtime,rag
gospel,gospel_singing
bop,bebop
boogie,boogie-woogie
modern_jazz,new_jazz
modern_jazz,neo_jazz
rap,rap_music
rap,hip-hop
rhythm_and_blues,R_and_B
rock_'n'_roll,rock'n'roll
rock_'n'_roll,rock-and-roll
rock_'n'_roll,rock_and_roll
rock_'n'_roll,rock
rock_'n'_roll,rock_music
heavy_metal,heavy_metal_music
progressive_rock,art_rock
psychedelic_rock,acid_rock
punk_rock,punk
swing,swing_music
swing,jive
expressive_style,style
black_humor,black_humour
eloquence,fluency
eloquence,smoothness
formulation,expression
grandiosity,magniloquence
grandiosity,ornateness
grandiosity,grandiloquence
grandiosity,rhetoric
manner_of_speaking,speech
manner_of_speaking,delivery
music_genre,musical_genre
music_genre,genre
music_genre,musical_style
saltiness,coarseness
articulation,voice
archaism,archaicism
verbalization,verbalisation
verbalization,verbalisation
parlance,idiom
Anglicism,Briticism
Anglicism,Britishism
wording,diction
wording,phrasing
wording,phraseology
wording,choice_of_words
wording,verbiage
paralanguage,paralinguistic_communication
tone,tone_of_voice
roundness,rotundity
barrage,bombardment
barrage,outpouring
barrage,onslaught
prosody,inflection
modulation,inflection
intonation,modulation
intonation,pitch_contour
monotone,drone
monotone,droning
enjambment,enjambement
stress,emphasis
stress,accent
tonic_accent,pitch_accent
word_stress,word_accent
rhythm,speech_rhythm
rhythm,beat
rhythm,musical_rhythm
upbeat,offbeat
transition,modulation
bombast,fustian
bombast,rant
bombast,claptrap
bombast,blah
sensationalism,luridness
turn_of_phrase,turn_of_expression
conciseness,concision
conciseness,pithiness
conciseness,succinctness
laconism,laconicism
verboseness,verbosity
verbiage,verbalism
prolixity,prolixness
prolixity,windiness
prolixity,long-windedness
prolixity,wordiness
circumlocution,periphrasis
circumlocution,ambage
turgidity,turgidness
turgidity,flatulence
repetitiveness,repetitiousness
writing_style,literary_genre
writing_style,genre
poetry,poesy
poetry,verse
heroic_poetry,epic_poetry
poetic_rhythm,rhythmic_pattern
poetic_rhythm,prosody
meter,metre
meter,measure
meter,beat
meter,cadence
common_measure,common_meter
metrical_foot,foot
metrical_foot,metrical_unit
iamb,iambus
anapest,anapaest
pyrrhic,dibrach
rhyme,rime
alliteration,initial_rhyme
alliteration,beginning_rhyme
alliteration,head_rhyme
assonance,vowel_rhyme
consonance,consonant_rhyme
anacoluthia,anacoluthon
anadiplosis,reduplication
epiphora,epistrophe
epanaphora,anaphora
anastrophe,inversion
ecphonesis,exclamation
litotes,meiosis
paralepsis,paraleipsis
paralepsis,paralipsis
paralepsis,preterition
trope,figure_of_speech
trope,figure
trope,image
hyperbole,exaggeration
dead_metaphor,frozen_metaphor
personification,prosopopoeia
speech,speech_communication
speech,spoken_communication
speech,spoken_language
speech,language
speech,voice_communication
speech,oral_communication
utterance,vocalization
voice,vocalization
voice,vocalisation
voice,vocalism
voice,phonation
voice,vox
phone,speech_sound
phone,sound
grade,gradation
vowel,vowel_sound
accentual_system,prosodic_system
consonant_system,consonantal_system
phonological_system,phonologic_system
tone_system,tonal_system
vowel_system,vocalism
schwa,shwa
murmur_vowel,murmur
stem_vowel,thematic_vowel
semivowel,glide
alveolar_consonant,dental_consonant
alveolar_consonant,alveolar
alveolar_consonant,dental
stop_consonant,stop
stop_consonant,occlusive
stop_consonant,plosive_consonant
stop_consonant,plosive_speech_sound
stop_consonant,plosive
plosion,explosion
labial_consonant,labial
labiodental_consonant,labiodental
glottal_stop,glottal_plosive
glottal_stop,glottal_catch
nasalization,nasalisation
suction_stop,click
continuant_consonant,continuant
fricative_consonant,fricative
fricative_consonant,spirant
